catchment_id,replicate,NSE_cal,logNSE_cal,KGE_cal,NSE_val,logNSE_val,KGE_val,parBETA,parFC,parK0,parK1,parK2,parLP,parPERC,parUZL,parTT,parCFMAX,parCFR,parCWH,paralpha,parbeta,parprecip_corr_factor
65008,4,0.739940785,0.640425896,0.804874455,0.776226982,0.497746809,0.791343804,2.257931691,271.5897119,0.83133213,0.458100553,0.134672181,0.960655226,4.932239177,30.17105126,0.161707524,2.805845926,0.055885656,0.043250261,1.484733514,0.393902304,1.273129286
66001,8,0.801820645,0.546068815,0.853618004,0.569524979,-0.258708886,0.789815578,2.841394902,183.3917217,0.673153537,0.331187562,0.097763315,0.562738538,2.318065386,46.68804938,3.742804551,3.692159892,0.062299202,0.179274193,1.291455424,1.787094825,1.051451322
66004,1,0.544092303,-0.503806807,0.749808353,0.524692771,-2.55029805,0.753185109,1.552828128,706.83295,0.293684229,0.465436401,0.059170611,0.591600208,3.943582098,89.48912374,0.149284634,4.935434635,0.093194115,0.154926204,1.089545395,2.406031705,1.049279514
66006,8,0.822909198,0.688865972,0.824128058,0.845097813,0.479640072,0.894666511,2.355209683,59.35787472,0.7970503,0.336404702,0.134598295,0.592460296,3.231875041,79.53951164,0.484103753,4.281128642,0.093097783,0.03154679,1.370062635,0.004170649,1.058948369
66011,1,0.827520347,0.79933061,0.854492893,0.73945743,0.428335351,0.814369116,2.521412574,147.4424904,0.888675821,0.391667841,0.15156923,0.99373907,3.129935112,59.11866945,1.936793934,4.67055121,0.035172624,0.117023701,0.647955642,0.198088305,1.112161787
67001,4,0.809702718,0.434147918,0.905199666,0.815317685,-0.536258335,0.902891889,1.918125153,500.2907339,0.371961367,0.051723786,0.056611101,0.317565549,1.794904771,24.80399456,0.872431877,4.787607407,0.082462083,0.117556159,1.422411611,1.522279098,1.063401529
67005,2,0.844983401,0.705372961,0.891286317,0.803715367,0.227754852,0.855449567,3.325522707,152.4745014,0.909006083,0.255737533,0.098505085,0.994495218,5.709333571,74.12883442,0.087815195,1.162666764,0.016363675,0.106947423,1.241537946,1.08510497,1.030055662
67006,1,0.827381832,0.756827048,0.877614979,0.774856865,0.183331879,0.863358674,1.542155035,251.2676219,0.37810244,0.090637445,0.116835019,0.325468334,1.378810688,13.46976605,0.864434507,1.356592115,0.006846285,0.036498371,0.475631601,1.878688707,1.050553044
67008,8,0.388522026,0.310243454,0.333517938,0.390595681,-0.079841802,0.386160748,1.431027715,166.8359619,0.338793798,0.402413757,0.105237424,0.473252833,6.625246442,70.2806434,1.381466198,1.98737385,0.013479466,0.097929353,0.023146766,2.582240356,1.019681102
67010,2,0.759317026,0.726151324,0.833251073,0.73376562,0.293458336,0.839950128,2.834843228,182.3528781,0.627352936,0.479726461,0.164711521,0.317019372,3.265195814,68.22109923,1.701429402,1.758840744,0.018895046,0.174829317,2.749146039,0.164390168,1.141557559
67015,1,0.836017972,0.533449367,0.887474891,0.808326349,-0.358375039,0.898862611,1.468897246,375.3730726,0.952005256,0.017949828,0.182870672,0.881344436,3.961471008,18.67128551,1.791472468,3.846677117,0.05443695,0.159019489,2.802115428,0.914796328,1.025862705
67018,10,0.81734167,0.738726586,0.893485468,0.803138459,0.33741026,0.899105247,4.859740661,112.564198,0.453255281,0.47768813,0.112332921,0.61562769,4.405009784,4.367714464,1.874057816,1.753061813,0.080226207,0.105457702,1.712173728,0.060300304,1.125419902
67025,1,0.663970169,0.56177418,0.707362413,0.717668962,0.134809446,0.793558218,1.120424167,78.22124696,0.679422106,0.247438706,0.030913898,0.310357135,2.670268589,57.8474964,1.318426605,2.366114812,0.076150035,0.002754522,0.470886288,0.719160029,1.005757366
68001,7,0.677791205,-0.093122557,0.809262366,0.693480047,-1.162612186,0.739581161,1.546936701,306.0646928,0.147583611,0.230328674,0.105480797,0.389458715,0.017647505,25.11132663,1.53049557,2.533810455,0.078693169,0.171416031,1.040649764,0.74213888,1.005891808
68003,4,0.607589603,0.466394026,0.693543836,0.594033745,-0.524732478,0.642747843,1.756333649,255.6672941,0.157700769,0.467987261,0.084537578,0.56106903,5.940700495,42.56958105,2.755463357,4.521248109,0.080192783,0.176715573,1.84405357,0.596758643,1.007049467
68004,4,0.504991737,-0.195906506,0.659171701,0.612581259,-2.012753847,0.640984223,1.809386356,641.9782009,0.662481769,0.382473192,0.150340938,0.480713602,1.890435927,58.33525689,0.918564607,3.235333364,0.081170864,0.080138959,0.581831817,1.383765114,1.026341759
68005,7,0.690095847,0.361114549,0.829159817,0.686923408,-0.247897712,0.653616777,2.156393442,194.2742493,0.391496724,0.125742255,0.138162598,0.246247552,4.562493998,98.43671987,2.623518717,2.699981705,0.070302195,0.026152448,1.381910498,0.458101806,1.025705175
68020,10,0.490181185,0.301907733,0.58132679,0.138592965,-0.777520158,0.323314073,1.609417255,60.38407668,0.638770883,0.427725302,0.052849455,0.36450732,0.961625552,14.22706891,1.467840359,4.668445233,0.002556128,0.008232492,1.881583724,1.084559169,1.039097417
69002,10,0.773081704,0.703415079,0.876844648,0.785121014,-0.056529274,0.885009598,1.091085363,55.67912793,0.992349197,0.402421018,0.021236754,0.537653409,2.537600356,53.09092542,0.226749565,2.675415065,0.088426333,0.000112355,0.626062827,0.372147222,1.092541166
69007,6,0.730544149,0.568380287,0.796008317,0.732997631,-0.468899561,0.797952148,1.107845745,168.4807674,0.763849757,0.192419991,0.025197998,0.577868188,1.606999928,17.34707711,0.188582894,3.355642814,0.062274541,0.147269388,1.721558425,1.039561538,1.077499352
69012,10,0.713683696,0.350056506,0.780509132,0.696412879,-1.226269966,0.812692269,1.151355931,399.2014701,0.461661806,0.145245215,0.120021712,0.6130854,2.283312849,10.87468165,0.668800677,1.229465353,0.08727356,0.178309151,1.669680344,0.016107389,1.028596565
69015,2,0.668576624,0.368648845,0.726930554,0.767078483,-0.291598004,0.768360653,1.16976811,443.7508222,0.367103957,0.382351847,0.123716319,0.78877362,5.290442639,10.72356403,0.109052996,4.214866065,0.025940262,0.168471604,2.056917843,0.490496586,1.020190446
69017,4,0.721355181,0.551948651,0.717502068,0.691572569,-0.204987234,0.731537846,2.042111417,82.57032762,0.921276562,0.44401775,0.082387434,0.647657136,7.055020189,45.8924721,1.155097024,1.914998414,0.080234709,0.118682534,0.453397199,1.438726064,1.045541505
69023,10,0.756873087,0.355631384,0.83673425,0.728350091,-0.936607226,0.845037253,1.567964265,402.5706312,0.12190108,0.409056176,0.169984993,0.413369477,6.981986211,76.64076168,1.199192828,3.879045127,0.098969844,0.012417058,0.284160416,0.514881439,1.117540691
69027,1,0.759749458,0.427555055,0.831085279,0.746866111,-0.689370398,0.859681201,1.054083902,317.8061563,0.419024662,0.28816733,0.129117375,0.284831456,2.407816653,81.31879253,0.233792517,2.975662065,0.016432002,0.004935845,0.05325415,0.066877009,1.121772273
69030,6,0.625089479,0.424440117,0.724697803,0.60426794,-0.418992426,0.71621332,1.096639295,77.32958795,0.261666473,0.39196055,0.049218552,0.581176049,4.957057104,14.6604241,2.95040807,2.875402433,0.033436877,0.014176879,0.276367807,2.932009299,1.083196248
69032,4,0.668468923,0.390822986,0.745897902,0.624884391,-1.079562963,0.726466336,1.489713094,328.24081,0.556262481,0.337706405,0.078337337,0.610419515,1.668509577,72.43162519,0.815446678,4.159703243,0.091263192,0.053697588,0.037535215,1.128143198,1.168354525
69043,9,0.596894751,0.295117725,0.760040636,0.603777484,-2.625431295,0.79777775,1.013078983,623.6734064,0.245424488,0.179165751,0.049350454,0.619743663,2.692997839,11.7975817,2.157378382,3.359870614,0.067974827,0.140446018,2.08251713,0.181001288,1.407242496
70002,5,0.386232758,0.029168203,0.565394093,0.629347811,-0.83438926,0.714045719,1.161894959,982.0733948,0.341348401,0.249271743,0.075938201,0.99533162,5.047995343,16.79998766,1.364856893,2.122436854,0.097263539,0.175998953,0.547969611,1.331532733,1.268035361
7001,5,0.620647868,0.630202279,0.755231003,0.48655882,0.053634986,0.62903631,2.539431343,82.33520582,0.975068523,0.358991718,0.062661612,0.927384646,2.69500378,15.4157679,0.217581224,1.839767726,0.06240201,0.048664422,0.277867828,1.768754547,1.052480104
7002,4,0.62057314,0.393105307,0.690641579,0.482783549,-0.107311992,0.56091614,2.206588944,245.5511882,0.820246802,0.45274648,0.087706025,0.943316608,6.057002453,26.51871368,0.070702069,4.449556905,0.029396963,0.049918723,0.484543924,1.100016547,1.131130725
7003,2,0.597857162,0.098381539,0.682079089,0.388050918,-0.677030319,0.631790647,1.270687728,210.7046842,0.235765399,0.246557796,0.040043352,0.210843697,0.469083059,40.55207953,1.720126968,3.408922074,0.057561196,0.009022797,0.11900251,2.711173583,1.045359803
7005,10,0.673589433,0.377879807,0.613907612,0.43200359,-0.104235944,0.566858026,1.635441781,176.9642018,0.635875729,0.381030581,0.15075139,0.728728865,4.479648629,27.90094928,0.20569649,1.467506137,0.0724765,0.020486651,0.547330192,0.841706753,1.215931706
7006,8,0.56354572,-0.126035355,0.588020448,0.431622167,-0.920139926,0.517725047,1.332922135,558.1977882,0.507137953,0.132844034,0.183460323,0.21717833,8.161916645,15.87335079,0.060770283,3.38266103,0.075109408,0.188723988,1.700445639,0.429637025,1.078206049
71001,5,0.736302565,0.685210652,0.836038631,0.718438112,0.330986024,0.820018342,1.453986461,249.8968143,0.216802471,0.494836691,0.173737338,0.292275991,4.126847614,40.26794415,0.101508605,1.522416749,0.036759245,0.082406329,1.592141603,0.009110042,1.097579352
71004,2,0.774286915,0.494119863,0.765188459,0.767328834,-0.097761061,0.754019001,1.081962158,208.1535582,0.874429183,0.07371569,0.049037933,0.692053753,3.374253127,9.451035115,0.801229495,4.17408918,0.052621544,0.078531458,0.585393998,1.704564071,1.132010781
71006,3,0.796182287,0.694035567,0.772286492,0.749407778,0.272278978,0.756604201,1.03216318,232.2662152,0.276944171,0.379882104,0.118122647,0.986289839,1.799558268,38.34894242,1.78679753,4.096616699,0.040222301,0.148639295,0.326612596,0.380637638,1.017677677
71008,5,0.78285116,0.437305976,0.801987298,0.736816992,-0.341826365,0.79147149,2.550630263,613.4621325,0.740166857,0.24060413,0.135643382,0.593475485,2.564394331,2.947040398,1.440853913,4.568978112,0.083705004,0.129807758,0.545242753,1.609126082,1.013377337
71014,8,0.759248082,0.652674979,0.776055571,0.714642148,0.032450796,0.734380586,1.639018624,62.69167926,0.361744029,0.469781399,0.061545998,0.871799432,2.977504357,12.71328281,0.529093282,0.968224619,0.081784085,0.057637841,0.630350205,1.501019995,1.051595295
72002,1,0.746557647,0.548958735,0.810645414,0.685092043,0.109969476,0.708459772,4.047421694,200.1686537,0.933957211,0.219635075,0.161404576,0.8923769,3.473830634,1.764738811,0.952242207,1.928756247,0.039322665,0.140525623,0.563294334,1.739828686,1.010876196
72004,6,0.81085457,0.778738325,0.82567776,0.756915842,0.485888886,0.811954979,2.573929294,74.20871786,0.345140081,0.197300503,0.164555555,0.992256538,3.918741593,5.530279408,0.560610032,4.735359899,0.005266788,0.143524309,0.217379361,1.158013156,1.098955889
72005,5,0.839659421,0.828087088,0.864761882,0.769048632,0.455390057,0.844042979,1.998533954,96.79373733,0.5912808,0.462451977,0.102835249,0.274275209,4.005119437,1.654684555,1.218059795,4.828986333,0.003127787,0.001354293,0.476930325,1.181679501,1.231374703
72007,5,0.702785365,0.408387037,0.765848282,0.621189893,-0.300896252,0.719470942,1.845614773,601.6023118,0.744471337,0.204075882,0.189369618,0.221656499,0.511438235,10.38226549,1.911844834,2.120111692,0.060214283,0.184444722,0.948751728,1.052780373,1.011130383
72009,10,0.783429754,0.533840962,0.688738077,0.723689019,0.16409019,0.679167547,1.46275856,290.8788641,0.693997429,0.434067187,0.158746174,0.819041237,5.131951942,19.789849,1.800879609,2.749354915,0.035888753,0.104886207,1.540098943,0.386457058,1.250375844
72014,6,0.735445673,0.681601502,0.798146165,0.6660855,0.259836513,0.752443961,2.010046536,202.8074264,0.582377925,0.463420427,0.192940151,0.463472839,3.306918521,53.96858826,1.598497368,4.379797478,0.065658749,0.02607156,0.617331705,0.353865138,1.031845349
72015,2,0.80757872,0.764887835,0.837771944,0.777591606,0.34561007,0.850317314,5.331136264,89.58129734,0.102240791,0.473126353,0.021696565,0.498002091,2.061874652,13.32592014,0.160868508,0.56056317,0.047288281,0.154326465,1.925703528,0.350031579,1.172789236
73005,8,0.83693015,0.796639052,0.90532612,0.809880982,0.435406167,0.880695028,2.833641956,108.8695724,0.822141534,0.204512541,0.097761774,0.605016958,1.955350662,33.3361468,0.160922417,4.721691254,0.091210978,0.020851563,2.111512379,0.540021818,1.069309982
73009,2,0.835021516,0.824359768,0.843345644,0.750479771,0.276486403,0.833139201,2.05891877,134.883072,0.772613501,0.456325939,0.193982019,0.595431399,4.282614425,21.4502825,1.442877248,2.191691509,0.088277651,0.039223642,1.463757508,0.675687292,1.177735624
73010,9,0.916427806,0.871246538,0.875480638,0.914526364,0.578373955,0.883710159,1.579713775,59.12330085,0.684210783,0.429423392,0.123652692,0.893954404,3.249806072,98.91718963,1.324585096,4.851599128,0.084774354,0.069757585,1.274649768,2.184541113,1.043163989
73011,1,0.839321565,0.87775883,0.919785751,0.793354984,0.523804021,0.895060522,1.055325634,59.72156271,0.676755595,0.171122083,0.075184401,0.208954322,2.123963305,18.11690556,1.566966697,3.180831586,0.02946162,0.039282417,1.881507292,0.059150281,1.007098143
73014,4,0.787847499,0.764785041,0.796943079,0.738735476,0.528836878,0.765875943,4.943341696,128.0229187,0.563966443,0.332626888,0.186983669,0.741567546,6.008641416,42.49485851,0.726564658,3.039250902,0.034359867,0.133187969,2.343414555,0.370598753,1.240420084
73015,5,0.711516469,0.531585157,0.693534723,0.665352426,0.082669051,0.736756297,3.873805267,65.70211391,0.482254189,0.404323503,0.157939345,0.887664935,8.239686597,0.431064909,1.266507133,3.79146428,0.059592283,0.033581087,2.250207802,0.258303607,1.045231775
74001,5,0.815156494,0.820422511,0.898925513,0.786498132,0.350143187,0.882614847,2.642157718,113.6684274,0.928999469,0.348402932,0.18217913,0.732451657,2.765088579,14.07490974,1.094326702,3.801525228,0.031135709,0.149443074,0.779879119,0.829465695,1.051260577
74005,9,0.781230697,0.558516936,0.884113359,0.740920243,-0.145320706,0.859154697,3.15208167,237.1450721,0.751629231,0.369442406,0.132320489,0.589773391,7.943231344,8.754816714,0.681454394,2.034655715,0.041549569,0.047198794,0.878916713,1.400131993,1.02007475
74006,1,0.733702283,0.428828456,0.831274981,0.696470786,-0.147504385,0.748139101,2.548232508,483.6238511,0.972430365,0.455885291,0.151061543,0.691018541,5.008053309,67.5681457,0.345494704,1.826234524,0.01085201,0.168085894,0.225129554,0.665204932,1.014997107
74007,8,0.731421129,0.771870886,0.686794104,0.711868348,0.405404135,0.696241269,1.460952914,368.5177334,0.835982901,0.496767901,0.145858922,0.221569606,8.615662007,95.67077263,1.149306982,4.679960201,0.064213116,0.081479539,0.434984381,0.27540914,1.023507127
75003,6,0.890110738,0.791210929,0.809932409,0.885108075,0.047285601,0.811705608,2.853919524,100.5860432,0.508082528,0.303723884,0.170583768,0.677895366,8.97463028,15.69590509,1.603169087,4.978829384,0.037248323,0.007710778,2.216692584,1.105403926,1.005468887
75004,2,0.843650617,0.745105329,0.868197897,0.832423792,0.399975048,0.795669253,2.008979545,109.55233,0.568646702,0.323931502,0.045155044,0.562887102,4.693141683,51.66256112,0.566074684,1.575028492,0.068584303,0.067372321,0.046056825,4.999921373,1.001112875
75017,2,0.748445403,0.584759287,0.798237767,0.702486673,-0.073357193,0.795128976,2.947050996,202.2230866,0.29197334,0.43286354,0.190240487,0.642951817,7.54299494,45.55410332,1.446108905,3.587916896,0.024917721,0.059428447,0.160530301,2.957468256,1.143080171
76003,8,0.84483973,0.750640255,0.860968347,0.826382948,0.170795873,0.845455234,1.74455937,103.0445919,0.799670675,0.284773306,0.031904217,0.511723072,2.855978407,8.371105531,1.414494751,2.658382628,0.001683327,0.180345975,0.823000256,5.902185788,1.000234579
76005,10,0.764328865,0.73971701,0.850385436,0.625761068,-0.080815602,0.78417034,1.216722149,142.8500849,0.618466145,0.45208244,0.117679742,0.670032441,2.169921432,32.66658759,2.255913788,1.479921688,0.019618194,0.167434559,0.438392045,0.241093314,1.01507737
76007,3,0.774250016,0.763562783,0.816767699,0.742210562,0.233642562,0.814847142,1.024118394,250.3414359,0.514493878,0.490451665,0.099669856,0.471395292,1.781891927,42.20727203,1.176789085,1.286598193,0.04789253,0.007433294,0.734726243,3.208567464,1.022287445
76008,9,0.635221515,0.496738772,0.653705399,0.549453424,-0.14181628,0.675876328,1.174746944,261.7778289,0.652806514,0.203942095,0.198081376,0.206985367,4.290910157,5.961585418,2.162160266,2.886678333,0.02473455,0.14649396,0.816903287,1.001290607,1.250483112
76011,9,0.629941505,0.168633453,0.561588865,0.603744829,0.048664199,0.486864895,3.096425305,237.2580129,0.342070474,0.491365626,0.012204429,0.333191286,0.995482113,17.12367565,0.24377846,1.968750596,0.08558416,0.113408957,0.08820211,2.929772378,1.195784572
76014,4,0.82536441,0.782640401,0.846044325,0.743385675,0.361203555,0.763557631,4.801179678,98.70124589,0.790271365,0.369259413,0.115855795,0.996093625,1.022430386,33.43117325,0.779221267,0.561364047,0.089263381,0.013163312,0.678866293,0.536981453,1.090336139
77002,10,0.829118306,0.656486147,0.854856884,0.781180443,0.319602181,0.831748748,4.996684942,88.56171045,0.668002928,0.2929403,0.149877892,0.908456834,5.822738539,13.93566992,0.462605884,4.595823233,0.062312178,0.1713009,1.805511367,0.541673345,1.083172671
77003,5,0.703486453,0.593762444,0.716293979,0.663498287,0.331394039,0.726505965,4.168525654,95.15289239,0.639583401,0.420840016,0.100872292,0.766281137,2.866419363,14.79651044,0.949530455,3.25638082,0.006350789,0.145138772,0.112390082,5.677943732,1.189942985
77004,5,0.74955542,0.51865259,0.799625958,0.701321255,0.142629318,0.795169965,5.027768769,251.8285293,0.679374496,0.252053011,0.134854524,0.588142043,2.171072046,14.10121381,2.354364115,4.377850824,0.030936728,0.000423954,0.206571449,0.705532686,1.063035445
78003,9,0.827877728,0.767947076,0.868981408,0.784267098,0.308890002,0.81608764,3.494812164,70.5325594,0.721453032,0.463467124,0.077608968,0.901868111,4.918179108,49.37489033,2.364994217,4.312271952,0.004370682,0.073284411,1.3325424,1.147831818,1.083091812
78004,7,0.751427634,0.631315316,0.76150837,0.704086231,0.478731685,0.723909514,1.750946024,427.1809311,0.379673063,0.303942312,0.144967386,0.605517557,0.606717035,16.19127975,0.656543306,3.491509489,0.035845387,0.199903228,1.19118021,0.46785242,1.189339634
78006,9,0.810174916,0.740228418,0.877693627,0.773738116,0.275651922,0.842056974,2.275076892,202.6779824,0.68092372,0.33031527,0.183808144,0.269071239,4.056596416,72.08753309,0.592138038,2.352909758,0.005875914,0.193514895,2.676592628,0.174585495,1.064571445
79002,3,0.76818202,0.66904685,0.826060049,0.732510252,0.15690347,0.848410073,4.404998265,216.3451165,0.124955936,0.403817193,0.146571312,0.331094591,5.843184462,46.37701372,0.868866288,1.523110949,0.096879347,0.093964106,2.709133332,0.221916832,1.114947725
79003,4,0.750154512,0.588830677,0.838801977,0.722827468,-0.035124178,0.842629332,3.530625576,236.3551017,0.434173936,0.435529695,0.173359098,0.228254046,0.263474971,5.008305882,1.199189449,0.627766069,0.069364591,0.026091674,1.7911987,0.627597768,1.114368839
79004,7,0.807503195,0.671306171,0.812863231,0.790667612,0.438646585,0.811700266,4.519099133,60.53689806,0.472418847,0.493856664,0.055009911,0.30818308,6.392359448,74.9217775,0.935265048,4.174899552,0.037701423,0.022565296,2.503411312,0.086146102,1.131641223
79005,6,0.770228485,0.723515279,0.842300281,0.721733168,0.435860523,0.817214295,3.860611776,96.31859608,0.90699632,0.417705109,0.102175619,0.462047098,1.904425511,56.37739752,0.124104181,1.183035974,0.067829011,0.040569958,1.162227649,0.137157739,1.075590142
79006,6,0.713826022,0.544645015,0.839510914,0.771852852,0.242628083,0.837556117,5.019782124,116.5732674,0.141155624,0.37264483,0.069261001,0.478265876,3.857462306,12.1219142,1.674293766,4.261542108,0.041282707,0.057038968,0.833641005,0.509723863,1.040242604
80001,1,0.785245484,0.728448267,0.847889501,0.71921498,0.420832346,0.807585087,4.369317759,87.74193571,0.457035533,0.260389933,0.018219763,0.340156796,1.176547205,36.58886315,1.141433892,3.422521472,0.073974403,0.193163994,1.262941737,0.066086204,1.060551198
80002,4,0.700796339,0.507132692,0.845786468,0.817462355,0.345682095,0.873100456,3.715133016,218.4118524,0.83150705,0.310729858,0.151035076,0.789835752,8.109872907,91.42158879,1.319952794,4.943041835,0.02240854,0.050776799,1.268468939,0.909450419,1.032364722
80003,4,0.675193577,0.349323898,0.732872381,0.701050109,0.279047854,0.696494786,3.253727523,525.859868,0.323705084,0.41258884,0.085386917,0.861411932,6.96259676,1.196365819,0.175831712,2.700465345,0.091409878,0.136966121,0.768823974,0.504895352,1.04014155
80004,6,0.781861061,0.612719109,0.785194204,0.654581912,0.352862237,0.663620137,1.3630251,720.9335363,0.794275533,0.143587131,0.189007727,0.639039938,0.512341507,18.38521727,0.81150923,2.371500449,0.005574193,0.007007573,0.832085887,0.580260788,1.274011578
80005,1,0.677090848,0.583003527,0.82147962,0.676948324,0.401136125,0.824681694,3.505350184,53.0652585,0.958095929,0.101596624,0.055514052,0.74834937,7.384000247,5.407146784,0.610501315,1.524016762,0.019768042,0.133755802,0.190098785,0.775476473,1.130324347
80006,7,0.820981013,0.79505587,0.835130472,0.883603174,0.387505099,0.868047188,5.774369799,114.4820519,0.362356898,0.197570107,0.189592066,0.992946336,2.966935986,14.45977626,0.365650732,4.477345174,0.041574522,0.093302324,0.712204895,4.291167211,1.122044882
8004,9,0.564916282,0.041242915,0.781068012,0.502643289,-1.069244167,0.709383072,4.457073045,50.84671057,0.18542523,0.280864673,0.009306267,0.565506186,2.448558537,44.77361282,1.139000186,4.559114059,0.065621276,0.006655326,0.120763949,1.345464595,1.068670893
8005,4,0.416910954,0.007811929,0.519315444,0.312133586,-1.155345731,0.604547356,1.565602952,816.8799621,0.122789225,0.335743916,0.067256431,0.711793438,3.813957533,1.509888002,0.204474391,1.576308008,0.047640358,0.001381542,0.581505233,4.023213212,1.074671231
8006,3,0.532110356,-0.055274091,0.731900435,0.40338027,-1.330583782,0.638240652,1.648536012,696.0802028,0.967530021,0.190843952,0.104277034,0.212444088,1.603287754,90.51251046,0.324942277,4.371445693,0.022901011,0.152396048,0.599174646,3.438731297,1.029329618
8009,6,0.674094429,0.489885113,0.827267831,0.590074828,-0.343971413,0.789153561,1.567516781,70.91168029,0.504906804,0.480214428,0.19157471,0.700867264,5.683932991,90.42835539,1.735646199,4.327743836,0.050334005,0.044157304,1.458050532,0.458534542,1.045135488
8011,5,0.628755618,-0.278571454,0.799505955,0.510352301,-1.520490129,0.712626252,1.936196471,287.3256466,0.90266205,0.421185541,0.114372844,0.821070833,7.475639268,35.08085055,0.546750674,3.815093745,0.014528099,0.040606725,0.834475027,0.709721273,1.098055668
8013,6,0.360284857,0.040995898,0.662811513,0.37205317,-1.70806043,0.6308349,1.062148327,989.1907696,0.196453914,0.372025194,0.114117279,0.572676908,3.937010949,90.24705961,1.391108653,4.700619266,0.095960173,0.045918091,0.114287278,3.403118772,1.082612136
81002,4,0.727751724,0.740654582,0.787356281,0.692784592,0.431106056,0.781602826,4.476214756,106.114656,0.48532398,0.418120102,0.147444033,0.866083585,4.405526922,73.65584304,1.542139565,2.780616405,0.007006291,0.076328337,2.107290783,0.318810782,1.027240146
81003,10,0.748177242,0.666188659,0.742642699,0.742788581,0.495657865,0.788732784,2.729975687,150.248635,0.831928905,0.202997763,0.167549634,0.953931303,0.167274511,8.506192861,1.172375271,3.322258924,0.089093224,0.189615013,1.57033412,0.805783416,1.078579731
81004,8,0.74092839,0.812775059,0.77906832,0.738301976,0.563412171,0.795744822,2.377201714,138.3768442,0.454389716,0.471080986,0.153007225,0.526480063,2.850889927,13.02350478,0.84464759,2.669620548,0.024654482,0.111763424,0.988051817,1.619562312,1.000671785
81006,2,0.743566544,0.549502424,0.787753144,0.720248526,0.191230502,0.796950371,4.963010042,108.4974906,0.543760407,0.444216075,0.012678179,0.498534015,2.898434625,27.58577988,0.563893617,4.543741321,0.059281634,0.176267085,2.020954885,0.457274991,1.099888318
81007,8,0.739138317,0.706210653,0.784428171,0.696826356,0.372384944,0.759516552,2.689769708,341.6951355,0.598939271,0.468130032,0.147724761,0.624709161,4.583340345,30.72457096,0.509989536,1.234574781,0.088350403,0.025314688,0.328207495,0.085476249,1.00258642
82001,4,0.718025518,0.617575952,0.751694643,0.723154173,0.443019952,0.735463328,4.765076835,90.22146552,0.108987882,0.285136815,0.183831227,0.763381764,7.000893975,8.997011525,0.217852042,2.077423593,0.098062572,0.195907629,1.961883706,0.302761255,1.075268168
82003,5,0.719863408,0.407944574,0.746914939,0.723402465,0.115828365,0.81312736,5.295350377,211.5142808,0.623871604,0.451143401,0.044542623,0.875145126,2.931348952,28.23329403,1.113661378,2.534208396,0.064746927,0.022978946,2.048702338,0.365211166,1.024182875
83003,3,0.654960567,0.547581835,0.754176602,0.610505112,0.082730097,0.721148658,4.279947473,138.1771656,0.259342855,0.281052455,0.105377073,0.890081473,2.190344044,28.11478549,1.582767144,3.494872441,0.073495037,2.84E-06,1.22562666,0.216273351,1.032504624
83004,4,0.631232289,0.38972992,0.748410361,0.6251328,-0.16801539,0.743118556,5.294553804,305.9937536,0.924193156,0.458646918,0.097925434,0.481642951,2.270340128,69.45460908,1.874806921,4.400538567,0.037246201,0.024192501,0.35944504,1.462139291,1.044001554
83006,8,0.695322479,0.643153254,0.795546544,0.606827754,0.156497104,0.734413827,3.160561107,144.7131182,0.531415015,0.483925016,0.101181956,0.46547922,1.158737425,54.88579144,2.18531627,1.282616203,0.052204044,0.085827614,0.059273881,2.259686315,1.032070148
83007,2,0.674359449,0.485736586,0.81454927,0.751629262,0.51410767,0.797119183,4.419600143,53.91148473,0.271949683,0.494035011,0.076375026,0.719300276,1.499225719,18.79405783,0.386925559,1.302983861,0.009379118,0.170800323,1.643882809,0.738171587,1.066976865
83009,6,0.711839354,0.595726536,0.73016058,0.691546928,0.425124257,0.757298432,1.418598411,228.3045371,0.832533619,0.111256531,0.185623232,0.211103694,1.50484275,13.89267881,0.581921825,1.202424833,0.081852629,0.10203068,2.592557593,0.449967088,1.04361511
83010,9,0.764040476,0.467504496,0.820182789,0.728520039,0.030227638,0.81061305,3.118795408,291.3844269,0.67672603,0.029050249,0.02452702,0.839890929,0.145993528,27.27263925,0.206694456,2.05652125,0.027782409,0.077726851,1.257407585,0.590176181,1.104647333
83013,5,0.708166105,0.456274798,0.698031015,0.727392127,0.091538637,0.738778694,4.519658313,335.4692395,0.503268005,0.214757873,0.161050231,0.936104403,1.580662054,3.819977589,0.721270868,1.686840653,0.046186781,0.098285795,1.678408057,0.598484492,1.001615082
84001,6,0.74979746,0.687000534,0.75675723,0.682232954,0.325168672,0.801280949,1.183864376,260.5211552,0.853837073,0.427520156,0.046457268,0.289483793,1.121241458,43.89041763,2.070201549,1.838108635,0.012967064,0.164626735,0.042103386,2.827296073,1.061747345
84004,8,0.730557539,0.491190358,0.862450509,0.710262873,-0.128822212,0.837078437,2.513624176,321.5253445,0.249482332,0.272380516,0.072376592,0.44287425,1.054422121,24.83523181,1.473879563,3.260293281,0.088261782,0.040877437,2.688772101,0.295961997,1.026153566
84005,8,0.751404356,0.615665396,0.823827099,0.723729243,0.068788456,0.820060679,1.745842246,250.620088,0.522279255,0.40932915,0.05393176,0.659026886,0.545322384,61.58620031,1.892740095,3.5247927,0.067961153,0.002136241,0.32880372,4.674079273,1.10497041
