catchment_id,catchment,replicate,X1,X2,X3,X4,NSE_cal,logNSE_cal,KGE_cal,NSE_val,logNSE_val,KGE_val,best_logNSE
10002,10002,6,260.8326399294948,0.4834718200958239,55.90618580852835,1.3915273713883292,0.7786684035025184,0.5604070186924524,0.8596269842444432,0.6570480203485453,0.7778421818402269,0.7488350773294798,False
10003,10003,1,217.68036265697447,0.3510124952309139,161.89367902686368,1.1058292900212052,0.8214816632496968,0.7482497150805428,0.8767239425941554,0.7834414751248058,0.8532546167196622,0.8657289130115753,True
1001,1001,9,149.08428493446516,-1.3344596479637456,29.669773441030944,1.5141736684416118,0.7250404783633299,0.8746472984671356,0.7177021377081704,0.6231692544160565,0.8317643279976614,0.5899503516720477,False
101002,101002,10,913.5330044891888,-0.683924647971204,38.56173115356282,0.5812377045297579,0.6940921552795754,0.233064138408944,0.7343345279739137,0.7715506481078273,0.6353551443745513,0.8785480553630927,False
101005,101005,6,250.88840422612637,-3.9360527800518073,48.58244248530308,0.5932657827829813,0.7434229064103414,-2.872671622609253,0.780100573809814,0.8128371897970051,-1.4276165053451115,0.8547764872374198,False
102001,102001,7,170.8513134919882,-0.911704423699371,9.386360943696603,1.279582213913878,0.7099589793949775,0.602130305206033,0.6291965315765753,0.7426977339789709,0.650054191586674,0.6113714357495006,False
106001,106001,9,114.03744242891123,1.736016155571222,83.97924444395649,1.173920293619353,0.8226613012321282,0.6884360811711272,0.8254015871348617,0.690671501393706,0.7079923739260038,0.7357460195141721,False
107001,107001,1,575.5261595104907,0.2870933571966239,6.036877407533114,2.155095029010217,0.6918569494340965,0.592536414592991,0.7082854797306977,0.6867817343669917,0.5560323800156461,0.6850615591405813,False
11001,11001,7,344.0792800726076,0.0939625758332924,102.07586218755988,1.455639205374527,0.8325869826654029,0.7065316630129906,0.9064363344763002,0.6784836394087423,0.7831963213056685,0.7977986423030579,False
11003,11003,5,214.60065446143352,-0.2529939307675315,164.5649155023201,0.9853642773577852,0.6903293161611459,0.4352810968096624,0.8364152360081915,0.4153502115022539,0.5348556456469145,0.6547117526674211,False
11004,11004,9,110.19798719982336,-0.600762632999162,481.9127770605074,1.0519975728308106,0.7940094310759915,0.8413568924524489,0.8760421975941874,0.6941632041572721,0.818284034951516,0.7646791885713666,False
12001,12001,4,591.5536291683153,0.0107483642380801,44.05145045379943,1.3781093857153148,0.6100012911265454,0.6261004691211787,0.6939155037321956,0.4330473993814537,0.6044836824917857,0.559551845629928,False
12002,12002,10,425.78366199101976,0.6793440426306248,102.2672963992145,1.1141057886382533,0.6831280882393791,0.7242751142342798,0.7551292580739363,0.5088282573488119,0.6521786633978766,0.6422217633139929,False
12005,12005,8,389.8868506563853,0.4385084327142881,68.65014874739184,0.5,0.6819072444011222,0.7099962429449569,0.8037659501881482,0.4832206212966178,0.6133626687829148,0.6868275944560607,False
12006,12006,8,439.3091239140954,1.1798398928373324,62.305589185093766,1.0465222301183796,0.5645290456919776,0.6401178511045559,0.6951824218885735,0.3155276043217743,0.5039789013099107,0.5016099937447542,False
12007,12007,3,536.6344816754882,1.0509386750583447,57.50865861410182,0.8480795208722813,0.5162061632391726,0.5838396844583102,0.6409050530317536,0.3730432335019906,0.447650655414346,0.455616723965875,True
12008,12008,3,332.20640661419054,0.7001665750889554,58.91025903585273,0.9830371938639326,0.7847879369146281,0.7822605486169245,0.8103144403784146,0.7247585722884697,0.7147194468380794,0.7757689435088735,False
12009,12009,6,126.2194191566346,1.0096781345272143,64.64001403303837,0.5,0.7303762933697309,0.7319517890780145,0.8228547009227241,0.6375073128152008,0.598376179122091,0.753557184194287,False
13001,13001,1,376.3194908016128,0.4664719949544507,37.05516495385108,1.2050139623091003,0.8330158319396679,0.7900310131389718,0.8471755953774318,0.8231074748607177,0.8434501544151082,0.8425085985314388,False
13004,13004,10,518.8097052163939,0.7525443593588372,74.47507676649539,0.9933260844090364,0.759969369176679,0.8004388027082198,0.7967741626100181,0.7060208869083897,0.7827996301795361,0.6795853373481691,False
13005,13005,7,272.9708303830232,0.6502304878719976,57.82128951507115,1.598225813251429,0.8203322461512955,0.7700470728306089,0.780567255450898,-0.3831100727060472,0.7075938419500736,0.3392021032723233,False
13007,13007,10,111.74304411423869,0.13872586340233,88.53059120059892,1.016216335518988,0.7747667949581549,0.7068772580148441,0.8700318418514925,0.6774020297835213,0.707402369532985,0.791378697396191,False
13008,13008,7,565.4672469093646,0.2978048958188664,42.3489466063805,1.2281772689733572,0.7799928041974682,0.780413708340037,0.8475230325446848,0.7272145137735417,0.7958832361300137,0.7568359824094644,False
14001,14001,5,249.8937300036621,-0.6043984632071613,46.13323247385254,1.3414322973335313,0.8515234747090089,0.5042974744275948,0.8752383968603685,0.7989445848216506,0.63428678637631,0.8936617328293965,False
14002,14002,9,242.42963967914517,-0.1097348349243763,109.29372982716446,1.0988571752769438,0.7186089895931443,0.6916084301119145,0.8582904347040116,-0.9106810984043128,0.7754327795252455,0.2098617721105325,False
14005,14005,8,178.23156207755233,-1.646200515361116,64.4665639314142,1.7932198946646982,0.8913411004003851,0.6215561509779224,0.8853308700483602,0.8021090461843485,0.6991046039572831,0.8737785340676698,False
15006,15006,2,369.8522839290072,0.8001930722948485,154.56372785111233,1.5041905020867874,0.8536029998921671,0.8823445388870996,0.917253957954628,0.7977891156234815,0.8492671639735692,0.8974691675260348,True
15007,15007,8,216.23547629629644,-1.2532992544274926,444.8159987577959,1.1394428027607773,0.8887305637888886,0.8816167114823047,0.9191702889196016,0.8110886468062255,0.8338566171404187,0.892029290127292,False
15010,15010,8,408.3346205253579,-0.039392652041811,59.204999145758165,1.0758330680386952,0.7279201925823042,0.5082825905424709,0.8541156411242978,0.7519183754523241,0.7764226942214766,0.7983638766637076,False
15011,15011,9,1100.290309917481,-3.323688175849096,44.77959482560156,1.102892034849381,0.6991885493519352,0.7027062507390189,0.8037545182395047,0.5556611672709139,0.6609336504184784,0.7662946576219315,True
15012,15012,4,204.06984708674707,2.3787597653199306,283.1198808826092,1.144782016382232,0.814907445028793,0.7941981453504388,0.9017512622823958,0.6834044012513074,0.7159689936467096,0.8425317661352792,False
15013,15013,10,132.94268204172897,-1.5926605926465598,118.80598836319804,0.8679344754014906,0.7501706739614878,0.8482362288882723,0.8045356477100286,0.6477462956461982,0.767875212161354,0.7122582200131605,False
15014,15014,2,295.5632641929823,0.6443289395487728,29.430719841520016,0.7631205234245808,0.6801620286902078,0.7906420098104102,0.8108321376815073,0.5472087277741442,0.6600425217036379,0.7301392013206346,False
15016,15016,6,140.05072711564767,3.92822079127734,426.1957757134576,1.5514825155658496,0.9019611997445348,0.8900056648883248,0.8741991430132223,0.8709717097557,0.8552005447667654,0.8972909033101614,False
15021,15021,7,148.4386243589168,-0.8922187305140765,204.6965231876293,2.6328109725035387,0.6694864261224642,0.754573446590036,0.7999767010949632,0.7490250466245154,0.8874963122832205,0.8392604317024916,False
15023,15023,5,111.19519534581532,-0.569983597088445,93.59377194872548,0.5,0.8219543297729137,0.899116238726022,0.9072379577679388,0.6837455904986123,0.8061863300202847,0.8112739870044918,False
15024,15024,7,447.3402056453579,0.1405995721761339,8.141158566692674,1.3086961217859017,0.8220792737960231,0.8038990710298908,0.8474050777329023,0.7755217700707608,0.7744818670458959,0.8371657520437834,False
15025,15025,2,200.27786222516207,0.9049130197310236,94.752239317472,0.5,0.7084168276691079,0.8213236150222978,0.8098956122141813,0.624337538299967,0.7172306992977137,0.7581621889001522,False
15030,15030,6,175.22541546104517,-0.0325892988091744,127.1075605451094,1.637480298505127,0.8310807516599185,0.8382113152689548,0.8834260985797106,0.7428540880201616,0.8442311821916406,0.8457178526335193,True
15039,15039,6,512.3652521659499,0.9999547239281554,30.5934902214538,0.5,0.5557239057925467,0.651346154848405,0.6417124200188944,0.4140647453827474,0.5233996462436491,0.5246328693878712,False
16001,16001,4,139.0626905343962,-1.8466227083155369,217.93660959217289,0.9108342036414196,0.8143538625591817,0.8168955848196997,0.8400435487026667,0.7646975214069514,0.7718616286345221,0.754570676557439,False
16003,16003,7,201.97703586508905,-1.5536775788812047,47.99246040322047,0.5,0.8211867769756656,0.8818597541679049,0.8068581074134161,0.678735503472513,0.7416960485185211,0.6587336002604978,False
16004,16004,6,315.406565559241,0.2017764259901477,79.10365685240612,1.3705098112526015,0.8607368231133635,0.890910575824428,0.9181096760598568,0.849065522144622,0.8763596306175159,0.8601521040322339,True
17001,17001,3,128.89826183911163,-0.8563376003891721,41.14366709472866,1.15802690559189,0.697034341661729,0.7110922792304121,0.7470624983821601,0.7696753198973085,0.7141267418818125,0.8116175410825648,False
17003,17003,3,525.6314900323925,-0.9438787950920524,43.04522529478172,1.072593664819369,0.7562516079436395,0.5851485513998895,0.7581488472411453,0.7781676807849207,0.8177893462076855,0.8227831080304899,True
17004,17004,9,622.837725504202,-0.6659216044137448,60.914937302644965,1.300162389111016,0.7006619202120383,0.5767426704166891,0.7923190959090912,0.7816519909401143,0.7498993988563365,0.7041995636411025,False
17005,17005,2,123.41467143325312,1.10397964603394,35.13465661277482,1.0746882168291694,0.8100931451470285,0.7733558532805003,0.7879292659391977,0.602614684318854,0.4454299191926224,0.7857965862150171,False
17015,17015,10,120.54699313112256,0.9480790857628074,80.55729157863279,1.0307810948703733,0.811105504336911,0.8575645245891887,0.8093804658852034,0.6820473684640606,0.7832993231914878,0.6528669914312616,False
17018,17018,6,415.1273333351567,-2.2209815587238992,56.9973883214081,1.0470736776910516,0.7077111573817056,0.6713841867699986,0.7560556456923919,0.7357335877154214,0.4593919452663715,0.7340124003632458,False
18001,18001,10,127.02282591335964,-0.3353486585201866,104.6822447411176,0.938952088935765,0.7605109537187458,0.848673929483583,0.8226969303599614,0.6929326917389887,0.7567745612143817,0.7581292676168114,False
18002,18002,3,149.80205022976446,-0.8486640984910396,95.21806392447392,1.307146255511067,0.6414291343372919,0.545150798559754,0.8212941212798139,0.7392591426168423,0.8219673812152524,0.6774047101192813,True
